Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;79,4;12/2016
Alto Sertão;97,6;12/2016
Brejo;153,3;12/2016
Cariri;13,4;12/2016
Curimataú;16,4;12/2016
Litoral;161,9;12/2016
Sertão;56,6;12/2016
