Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;56,0;05/2012
Alto Sertão;30,4;05/2012
Brejo;69,6;05/2012
Cariri;11,3;05/2012
Curimataú;14,8;05/2012
Litoral;128,5;05/2012
Sertão;8,2;05/2012
