Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;55,9;12/2018
Alto Sertão;182,0;12/2018
Brejo;55,8;12/2018
Cariri;33,4;12/2018
Curimataú;69,2;12/2018
Litoral;102,7;12/2018
Sertão;175,5;12/2018
