Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;28,5;01/2020
Alto Sertão;146,2;01/2020
Brejo;31,4;01/2020
Cariri;59,8;01/2020
Curimataú;81,5;01/2020
Litoral;35,3;01/2020
Sertão;126,0;01/2020
