Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;115,9;03/2018
Alto Sertão;124,6;03/2018
Brejo;194,4;03/2018
Cariri;110,6;03/2018
Curimataú;100,9;03/2018
Litoral;192,3;03/2018
Sertão;145,5;03/2018
