Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;51,1;06/2018
Alto Sertão;4,0;06/2018
Brejo;77,2;06/2018
Cariri;5,6;06/2018
Curimataú;16,5;06/2018
Litoral;102,1;06/2018
Sertão;7,6;06/2018
