Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;15,1;09/2024
Alto Sertão;0,3;09/2024
Brejo;10,8;09/2024
Cariri;1,8;09/2024
Curimataú;1,5;09/2024
Litoral;31,5;09/2024
Sertão;0,0;09/2024
