Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;60,6;11/2016
Alto Sertão;16,5;11/2016
Brejo;110,6;11/2016
Cariri;8,2;11/2016
Curimataú;13,5;11/2016
Litoral;105,9;11/2016
Sertão;15,9;11/2016
