Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;67,0;01/2023
Alto Sertão;98,0;01/2023
Brejo;103,4;01/2023
Cariri;14,1;01/2023
Curimataú;11,6;01/2023
Litoral;103,9;01/2023
Sertão;82,8;01/2023
