Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;112,0;05/2014
Alto Sertão;67,8;05/2014
Brejo;125,1;05/2014
Cariri;90,8;05/2014
Curimataú;76,0;05/2014
Litoral;212,4;05/2014
Sertão;95,6;05/2014
