Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;93,9;05/1999
Alto Sertão;131,8;05/1999
Brejo;159,5;05/1999
Cariri;61,7;05/1999
Curimataú;76,8;05/1999
Litoral;214,4;05/1999
Sertão;187,9;05/1999
