Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;112,9;03/1997
Alto Sertão;227,1;03/1997
Brejo;174,2;03/1997
Cariri;145,6;03/1997
Curimataú;112,5;03/1997
Litoral;169,9;03/1997
Sertão;160,7;03/1997
