Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;184,2;12/2015
Alto Sertão;210,9;12/2015
Brejo;232,2;12/2015
Cariri;163,9;12/2015
Curimataú;117,4;12/2015
Litoral;250,5;12/2015
Sertão;195,0;12/2015
