Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;55,1;11/2015
Alto Sertão;22,3;11/2015
Brejo;75,8;11/2015
Cariri;45,2;11/2015
Curimataú;37,5;11/2015
Litoral;124,0;11/2015
Sertão;18,8;11/2015
