Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;5,7;09/2021
Alto Sertão;5,0;09/2021
Brejo;12,0;09/2021
Cariri;0,4;09/2021
Curimataú;0,3;09/2021
Litoral;36,8;09/2021
Sertão;1,5;09/2021
