Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;121,7;04/2013
Alto Sertão;138,0;04/2013
Brejo;143,0;04/2013
Cariri;68,0;04/2013
Curimataú;63,6;04/2013
Litoral;207,5;04/2013
Sertão;130,2;04/2013
