Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;92,2;04/2023
Alto Sertão;174,6;04/2023
Brejo;94,1;04/2023
Cariri;64,3;04/2023
Curimataú;97,2;04/2023
Litoral;171,5;04/2023
Sertão;143,0;04/2023
