Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;12,1;09/2016
Alto Sertão;0,6;09/2016
Brejo;30,7;09/2016
Cariri;2,2;09/2016
Curimataú;1,6;09/2016
Litoral;39,2;09/2016
Sertão;0,6;09/2016
