Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;23,1;09/2020
Alto Sertão;1,7;09/2020
Brejo;25,7;09/2020
Cariri;5,3;09/2020
Curimataú;5,5;09/2020
Litoral;39,2;09/2020
Sertão;1,2;09/2020
