Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;134,3;06/2019
Alto Sertão;21,1;06/2019
Brejo;157,9;06/2019
Cariri;25,4;06/2019
Curimataú;20,5;06/2019
Litoral;447,0;06/2019
Sertão;8,7;06/2019
