Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;88,4;03/2015
Alto Sertão;242,4;03/2015
Brejo;176,0;03/2015
Cariri;36,9;03/2015
Curimataú;49,7;03/2015
Litoral;268,2;03/2015
Sertão;175,4;03/2015
