Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;52,6;02/2023
Alto Sertão;125,0;02/2023
Brejo;69,1;02/2023
Cariri;57,3;02/2023
Curimataú;43,5;02/2023
Litoral;77,9;02/2023
Sertão;147,3;02/2023
