Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;42,2;03/2000
Alto Sertão;197,0;03/2000
Brejo;64,9;03/2000
Cariri;74,9;03/2000
Curimataú;110,0;03/2000
Litoral;105,0;03/2000
Sertão;177,4;03/2000
