Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;23,3;04/1998
Alto Sertão;100,9;04/1998
Brejo;25,9;04/1998
Cariri;34,8;04/1998
Curimataú;6,8;04/1998
Litoral;83,1;04/1998
Sertão;36,9;04/1998
