Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;6,4;11/2017
Alto Sertão;10,6;11/2017
Brejo;16,0;11/2017
Cariri;6,3;11/2017
Curimataú;2,3;11/2017
Litoral;18,7;11/2017
Sertão;16,4;11/2017
