Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;70,2;12/2000
Alto Sertão;103,3;12/2000
Brejo;91,3;12/2000
Cariri;76,2;12/2000
Curimataú;42,8;12/2000
Litoral;140,6;12/2000
Sertão;75,1;12/2000
