Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;2,3;11/2021
Alto Sertão;37,0;11/2021
Brejo;5,9;11/2021
Cariri;0,6;11/2021
Curimataú;0,1;11/2021
Litoral;25,4;11/2021
Sertão;8,5;11/2021
