Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;110,0;03/2023
Alto Sertão;276,1;03/2023
Brejo;147,0;03/2023
Cariri;127,5;03/2023
Curimataú;168,1;03/2023
Litoral;168,2;03/2023
Sertão;253,7;03/2023
