Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;177,1;06/2012
Alto Sertão;14,5;06/2012
Brejo;266,3;06/2012
Cariri;34,3;06/2012
Curimataú;61,3;06/2012
Litoral;455,2;06/2012
Sertão;13,3;06/2012
