Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;62,4;05/2013
Alto Sertão;66,8;05/2013
Brejo;93,1;05/2013
Cariri;24,6;05/2013
Curimataú;26,5;05/2013
Litoral;172,5;05/2013
Sertão;45,7;05/2013
