Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;38,6;01/2017
Alto Sertão;222,1;01/2017
Brejo;90,0;01/2017
Cariri;22,0;01/2017
Curimataú;25,6;01/2017
Litoral;130,5;01/2017
Sertão;189,0;01/2017
