Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;110,5;03/1996
Alto Sertão;211,7;03/1996
Brejo;163,1;03/1996
Cariri;128,3;03/1996
Curimataú;157,5;03/1996
Litoral;214,8;03/1996
Sertão;170,9;03/1996
