Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;8,9;09/2015
Alto Sertão;0,0;09/2015
Brejo;18,2;09/2015
Cariri;0,2;09/2015
Curimataú;0,8;09/2015
Litoral;35,5;09/2015
Sertão;0,0;09/2015
