Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;107,0;03/2019
Alto Sertão;218,5;03/2019
Brejo;140,8;03/2019
Cariri;123,8;03/2019
Curimataú;97,8;03/2019
Litoral;193,7;03/2019
Sertão;228,6;03/2019
