Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;115,4;05/2020
Alto Sertão;121,2;05/2020
Brejo;188,6;05/2020
Cariri;67,5;05/2020
Curimataú;74,8;05/2020
Litoral;413,6;05/2020
Sertão;148,5;05/2020
