Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;97,1;06/1996
Alto Sertão;27,6;06/1996
Brejo;128,0;06/1996
Cariri;18,9;06/1996
Curimataú;22,0;06/1996
Litoral;233,9;06/1996
Sertão;16,3;06/1996
