Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;39,5;02/2021
Alto Sertão;217,1;02/2021
Brejo;67,1;02/2021
Cariri;75,0;02/2021
Curimataú;73,0;02/2021
Litoral;172,2;02/2021
Sertão;155,7;02/2021
