Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;25,1;09/2019
Alto Sertão;3,7;09/2019
Brejo;33,9;09/2019
Cariri;2,2;09/2019
Curimataú;1,8;09/2019
Litoral;45,8;09/2019
Sertão;1,2;09/2019
