Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;315,8;05/2011
Alto Sertão;118,7;05/2011
Brejo;323,7;05/2011
Cariri;191,9;05/2011
Curimataú;184,4;05/2011
Litoral;420,9;05/2011
Sertão;142,4;05/2011
