Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;16,6;10/2017
Alto Sertão;4,3;10/2017
Brejo;27,8;10/2017
Cariri;0,8;10/2017
Curimataú;1,6;10/2017
Litoral;49,7;10/2017
Sertão;0,5;10/2017
