Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;172,1;04/2018
Alto Sertão;230,2;04/2018
Brejo;163,6;04/2018
Cariri;152,8;04/2018
Curimataú;150,0;04/2018
Litoral;323,0;04/2018
Sertão;218,5;04/2018
