Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;46,8;05/1998
Alto Sertão;3,1;05/1998
Brejo;80,0;05/1998
Cariri;10,3;05/1998
Curimataú;5,8;05/1998
Litoral;165,1;05/1998
Sertão;5,6;05/1998
