Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;5,1;10/2020
Alto Sertão;1,2;10/2020
Brejo;16,6;10/2020
Cariri;2,6;10/2020
Curimataú;0,0;10/2020
Litoral;30,6;10/2020
Sertão;1,4;10/2020
