Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;48,4;02/1995
Alto Sertão;121,1;02/1995
Brejo;72,2;02/1995
Cariri;100,5;02/1995
Curimataú;97,1;02/1995
Litoral;66,2;02/1995
Sertão;107,2;02/1995
