Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;123,1;06/2011
Alto Sertão;22,0;06/2011
Brejo;119,1;06/2011
Cariri;35,3;06/2011
Curimataú;35,4;06/2011
Litoral;216,0;06/2011
Sertão;21,3;06/2011
