Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;174,6;01/2016
Alto Sertão;246,8;01/2016
Brejo;205,2;01/2016
Cariri;156,7;01/2016
Curimataú;94,5;01/2016
Litoral;229,1;01/2016
Sertão;239,2;01/2016
