Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;114,6;02/2018
Alto Sertão;249,3;02/2018
Brejo;154,4;02/2018
Cariri;70,0;02/2018
Curimataú;81,7;02/2018
Litoral;174,1;02/2018
Sertão;191,6;02/2018
