Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;140,8;06/2013
Alto Sertão;68,0;06/2013
Brejo;155,7;06/2013
Cariri;35,7;06/2013
Curimataú;47,2;06/2013
Litoral;342,7;06/2013
Sertão;68,2;06/2013
