Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;22,5;11/2020
Alto Sertão;123,4;11/2020
Brejo;42,5;11/2020
Cariri;22,7;11/2020
Curimataú;4,3;11/2020
Litoral;36,5;11/2020
Sertão;56,9;11/2020
