Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;65,9;12/2013
Alto Sertão;164,8;12/2013
Brejo;141,7;12/2013
Cariri;61,8;12/2013
Curimataú;36,4;12/2013
Litoral;146,2;12/2013
Sertão;92,0;12/2013
