Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;85,3;12/2011
Alto Sertão;70,3;12/2011
Brejo;137,9;12/2011
Cariri;38,4;12/2011
Curimataú;27,3;12/2011
Litoral;191,9;12/2011
Sertão;59,1;12/2011
