Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;43,4;06/1997
Alto Sertão;9,8;06/1997
Brejo;54,2;06/1997
Cariri;11,5;06/1997
Curimataú;8,8;06/1997
Litoral;82,0;06/1997
Sertão;2,5;06/1997
