Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;29,6;04/2015
Alto Sertão;66,8;04/2015
Brejo;58,1;04/2015
Cariri;56,2;04/2015
Curimataú;43,9;04/2015
Litoral;54,2;04/2015
Sertão;76,9;04/2015
