Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;87,2;04/2019
Alto Sertão;145,0;04/2019
Brejo;127,7;04/2019
Cariri;87,1;04/2019
Curimataú;89,4;04/2019
Litoral;174,5;04/2019
Sertão;137,8;04/2019
