Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;185,3;06/2023
Alto Sertão;23,5;06/2023
Brejo;211,5;06/2023
Cariri;70,0;06/2023
Curimataú;42,7;06/2023
Litoral;418,1;06/2023
Sertão;32,3;06/2023
