Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;34,3;05/2015
Alto Sertão;43,3;05/2015
Brejo;59,3;05/2015
Cariri;11,4;05/2015
Curimataú;5,6;05/2015
Litoral;103,4;05/2015
Sertão;25,6;05/2015
