Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;158,8;06/2022
Alto Sertão;90,0;06/2022
Brejo;201,5;06/2022
Cariri;76,5;06/2022
Curimataú;67,1;06/2022
Litoral;320,9;06/2022
Sertão;76,3;06/2022
