Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;9,4;08/2020
Alto Sertão;0,3;08/2020
Brejo;10,1;08/2020
Cariri;1,1;08/2020
Curimataú;0,7;08/2020
Litoral;49,9;08/2020
Sertão;1,1;08/2020
