Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;27,1;12/2024
Alto Sertão;59,5;12/2024
Brejo;36,5;12/2024
Cariri;2,2;12/2024
Curimataú;7,6;12/2024
Litoral;43,3;12/2024
Sertão;37,8;12/2024
