Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;47,8;05/2019
Alto Sertão;100,2;05/2019
Brejo;75,9;05/2019
Cariri;38,8;05/2019
Curimataú;35,2;05/2019
Litoral;174,8;05/2019
Sertão;74,2;05/2019
