Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;146,3;04/2000
Alto Sertão;221,6;04/2000
Brejo;188,5;04/2000
Cariri;113,2;04/2000
Curimataú;113,2;04/2000
Litoral;256,5;04/2000
Sertão;157,4;04/2000
