Região Pluviométrica;Pluviometria observada (mm);Data
Agreste;128,5;06/2006
Alto Sertão;17,8;06/2006
Brejo;121,3;06/2006
Cariri;103,9;06/2006
Curimataú;82,0;06/2006
Litoral;235,1;06/2006
Sertão;25,8;06/2006
